id,last_name,first_name,title,address,city,zip_code,phone_number,email,social_security_regime,birth_date,effective_date,spouse_birth_date,num_children,source,child1_birth_date,child2_birth_date,child3_birth_date,child4_birth_date,child5_birth_date,submission_date,medical_care,hospitalization,optical,dental,age_at_submission,current_age,spouse_age_at_submission,spouse_current_age,child1_age_at_submission,child1_current_age,child2_age_at_submission,child2_current_age,child3_age_at_submission,child3_current_age,child4_age_at_submission,child4_current_age,child5_age_at_submission,child5_current_age,spouse_age_diff,child_age_diff,days_to_effective,social_security_regime_encoded,regime_score,source_score,zip_score,coverage_score,children_score,age_score,email_quality,phone_quality,contact_quality_score,priority_score,days_since_submission,freshness_multiplier,adjusted_score
1875,Bernard,Corinne,M,124 Rue de la Paix,Créteil,94000,0611203672,corinnebernard@laposte.net,Régime général,1979-05-18,2022-06-19,1977-04-20,0,zra-sept,2017-01-05,2013-11-26,2014-05-01,2001-08-08,,,1,1,3,1,-999,46,-999,48,-999,8,-999,12,-999,11,-999,24,-999,-999,,0,0,1,0.5,1,1,6,0,0.0,0.5,1.0,1.5,10.0,,,
5477,Bernard,Corinne,Mme,14 Rue de la Paix,Montreuil,93100,0778777614,corinnebernard@laposte.net,Régime agricole,1984-11-02,2021-08-24,,0,MH-30M,2012-05-18,2020-03-07,2014-10-28,2009-10-23,,,2,4,4,2,-999,41,-999,-999,-999,13,-999,5,-999,11,-999,16,-999,-999,,0,0,4,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,
1904,Bertrand,Corinne,Mme,200 Rue des Fleurs,Lyon,69001,0758072008,corinnebertrand59@laposte.net,Régime général,1953-01-19,2024-08-28,,0,web,,,,,,2024-04-06,4,2,3,2,71,72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,144,1,0.5,0,0,11,0,1.5,0.5,1.0,1.5,14.5,602.0,0.2,2.9
10437,Bertrand,Corinne,Mme,183 Rue de la Paix,Nîmes,30000,0727139107,corinnebertrand@laposte.net,Régime général,1961-07-12,2020-05-07,,0,web,1998-09-02,,,,,,4,4,3,3,-999,64,-999,-999,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
9127,Blanc,Corinne,Mme,97 Rue République,Nîmes,30000,0600903819,corinneblanc@gmail.com,Régime général,1998-03-07,2024-06-26,,0,web,2016-10-09,,,,,,2,1,4,3,-999,27,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
8038,Blanc,Corinne,Mme,164 Rue Victor Hugo,Versailles,78000,0769643451,corinneblanc@laposte.net,Régime général,1971-12-18,2021-04-08,,0,web,,,,,,2021-05-04,4,1,2,3,49,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.5,0.5,1.0,1.5,13.5,1670.0,0.2,2.7
6887,Bonnet,Corinne,M,3 Rue Nationale,Montpellier,34000,0767255192,corinnebonnet93@hotmail.fr,Régime général,2001-09-13,2023-06-06,2002-06-20,1,ERIC,2020-04-15,,,,,2023-01-05,3,4,2,3,21,24,20,23,2,5,-999,-999,-999,-999,-999,-999,-999,-999,1.0,19,152,1,0.5,1,0,12,1,0.0,0.5,1.0,1.5,17.0,1059.0,0.2,3.4
9750,Bonnet,Corinne,Mme,85 Rue Nationale,Nice,06000,0770169861,corinnebonnet@free.fr,Régime TNS,1952-03-18,2020-10-03,1955-11-08,0,fb-mutuelle-senior-mars-1,,,,,,,3,3,2,3,-999,73,-999,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,1,0,11,0,0.0,0.5,1.0,1.5,15.5,,,
7756,Bonnet,Corinne,Mme,75 Rue Victor Hugo,Le Havre,76600,0787785046,corinnebonnet@gmail.com,Régime général,2001-04-25,2024-12-01,1997-02-11,0,web,,,,,,,4,2,3,3,-999,24,-999,28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
14110,Bonnet,Corinne,M,174 Rue Nationale,Versailles,78000,0752449949,corinnebonnet@sfr.fr,Alsace-Moselle,1944-03-25,2022-12-14,,0,web,,,,,,2022-07-12,4,4,2,4,78,81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,155,2,0.0,0,0,12,0,1.5,0.5,1.0,1.5,15.0,1236.0,0.2,3.0
4649,Clement,Corinne,M,43 Rue de la Paix,Grenoble,38000,0734364830,corinneclement78@yahoo.fr,Régime général,1986-07-24,2021-09-27,,0,couple30_54_Eric,2008-03-08,2006-06-12,,,,,4,3,1,2,-999,39,-999,-999,-999,17,-999,19,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,10,0,0.0,0.5,1.0,1.5,14.0,,,
4806,Clement,Corinne,M,125 Rue République,Montreuil,93100,0601043189,corinneclement8@gmail.com,Régime général,1955-01-12,2023-12-29,,1,fb-compagne-2023,2020-04-08,,,,,2023-01-10,2,4,2,3,68,70,-999,-999,2,5,-999,-999,-999,-999,-999,-999,-999,-999,,66,353,1,0.5,1,1,11,1,1.5,0.5,1.0,1.5,16.5,1054.0,0.2,3.3
10917,Clement,Corinne,Mme,176 Rue des Fleurs,Nîmes,30000,0645305752,corinneclement@free.fr,Régime général,1991-12-19,2021-08-07,1994-03-18,0,DR,,,,,,,2,3,3,2,-999,33,-999,31,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,10,0,0.0,0.5,1.0,1.5,14.0,,,
11533,Clement,Corinne,M,38 Rue de la Paix,Dijon,21000,0658812314,corinneclement@free.fr,Régime général,1973-09-18,2024-09-01,1977-07-23,0,web,2000-07-14,2011-04-07,,,,,3,2,2,3,-999,52,-999,48,-999,25,-999,14,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
6392,Clement,Corinne,M,154 Rue des Fleurs,Strasbourg,67000,0707591699,corinneclement@yahoo.fr,Régime général,1963-12-17,2025-05-22,1962-04-10,0,Celibataire_45_Eric,,,,,,,3,2,4,4,-999,61,-999,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,
6769,Dubois,Corinne,Mme,148 Rue Nationale,Le Havre,76600,0606886597,corinnedubois23@hotmail.fr,Régime général,1959-02-25,2025-08-26,1959-04-26,0,web,2001-05-14,,,,,,4,4,4,1,-999,66,-999,66,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
9248,Dumont,Corinne,M,14 Rue des Fleurs,Montreuil,93100,0657555487,corinnedumont5@laposte.net,Régime général,1944-11-12,2024-09-16,,0,web,,,,,,,2,3,4,3,-999,81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,0.0,0.5,1.0,1.5,15.0,,,
15840,Dumont,Corinne,M,176 Rue Nationale,Grenoble,38000,0657896879,corinnedumont@hotmail.fr,Régime général,1943-05-16,2019-11-18,1939-08-14,0,web,2005-04-16,2001-04-03,,,,,2,4,2,3,-999,82,-999,86,-999,20,-999,24,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,
12183,Dupont,Corinne,Mme,49 Rue des Fleurs,Grenoble,38000,0679671809,corinnedupont@hotmail.fr,Régime CFE,1988-09-05,2023-12-09,,4,PROGES,2018-04-14,2021-08-05,2019-11-28,2013-04-24,,2023-11-11,3,3,2,4,35,37,-999,-999,5,7,2,4,3,6,10,12,-999,-999,,25,28,6,0.5,1,0,12,3,0.0,0.5,1.0,1.5,19.0,749.0,0.2,3.8
3261,Durand,Corinne,M,32 Rue République,Dijon,21000,0697348607,corinnedurand@gmail.com,Régime général,1957-01-16,2019-09-22,1960-02-17,0,web,,,,,,,4,2,4,3,-999,68,-999,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
12087,Durand,Corinne,Mme,68 Rue Nationale,Saint-Étienne,42000,0669579363,corinnedurand@yahoo.fr,Régime général,1987-07-24,2023-12-01,1984-11-14,0,web,2015-07-28,,,,,,2,2,3,2,-999,38,-999,41,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,9,0,0.0,0.5,1.0,1.5,12.0,,,
15000,Durand,Corinne,Mme,37 Rue République,Grenoble,38000,0628474054,corinnedurand@yahoo.fr,Régime agricole,1960-08-04,2025-04-12,,0,web,,,,,,,2,3,2,3,-999,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
7117,Faure,Corinne,Mme,11 Rue République,Grenoble,38000,0631962815,corinnefaure37@free.fr,Régime général,1956-08-10,2025-01-09,1957-02-02,0,web,,,,,,,3,2,3,2,-999,69,-999,68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
11908,Faure,Corinne,Mme,145 Rue Victor Hugo,Villeurbanne,69100,0769236130,corinnefaure88@laposte.net,Régime général,1973-12-05,2025-10-28,1976-02-05,2,web,2005-05-23,2014-08-06,,,,2025-07-08,4,3,3,4,51,52,49,49,20,20,10,11,-999,-999,-999,-999,-999,-999,2.0,31,112,1,0.5,0,0,12,2,1.0,0.5,1.0,1.5,18.0,144.0,0.2,3.6
12661,Fontaine,Corinne,Mme,52 Rue des Fleurs,Rennes,35000,0657003833,corinnefontaine5@gmail.com,Régime général,1988-03-20,2023-08-02,1985-08-23,0,web,,,,,,2023-04-06,3,3,2,2,35,37,37,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0,0,118,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,968.0,0.2,2.6
1640,Fontaine,Corinne,Mme,122 Rue de la Paix,Angers,49000,0699699154,corinnefontaine62@sfr.fr,Alsace-Moselle,1977-08-15,2020-11-18,1982-06-12,0,web,2011-09-19,,,,,,3,3,2,4,-999,48,-999,43,-999,14,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,12,0,0.0,0.5,1.0,1.5,14.5,,,
6339,Fournier,Corinne,Mme,70 Rue Victor Hugo,Nice,06000,0774096019,corinnefournier@free.fr,Régime TNS,1953-11-21,2021-04-20,1957-11-18,0,MH50-Eric,,,,,,,2,3,2,4,-999,72,-999,68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,1,0,11,0,0.0,0.5,1.0,1.5,15.5,,,
479,Fournier,Corinne,M,9 Rue République,Rennes,35000,0760440907,corinnefournier@laposte.net,Régime général,1997-06-09,2021-03-17,,0,web,,,,,,2021-09-03,2,2,2,4,24,28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,1548.0,0.2,2.6
1282,François,Corinne,M,103 Rue Nationale,Toulon,83000,0686569044,corinnefrançois@laposte.net,Régime général,1965-01-10,2024-12-25,1964-08-18,2,web,2007-02-12,1999-10-14,,,,2024-04-11,2,3,2,2,59,60,59,61,17,18,24,26,-999,-999,-999,-999,-999,-999,0.0,35,258,1,0.5,0,0,9,2,1.0,0.5,1.0,1.5,15.0,597.0,0.2,3.0
15727,Garcia,Corinne,M,100 Rue Victor Hugo,Villeurbanne,69100,0616481355,corinnegarcia57@hotmail.fr,Régime TNS,1979-09-12,2025-02-11,,0,Celibataire_178_Vital,2008-05-08,2010-12-20,,,,,2,2,4,1,-999,46,-999,-999,-999,17,-999,14,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,1,0,9,0,0.0,0.5,1.0,1.5,13.5,,,
14960,Garcia,Corinne,M,58 Rue des Fleurs,Montpellier,34000,0717659642,corinnegarcia82@gmail.com,Régime TNS,1970-06-11,2024-07-27,1975-06-21,0,web,1999-04-23,,,,,,2,2,1,1,-999,55,-999,50,-999,26,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,6,0,0.0,0.5,1.0,1.5,9.5,,,
12546,Garcia,Corinne,M,23 Rue Nationale,Montpellier,34000,0731208056,corinnegarcia@orange.fr,Régime général,1974-07-25,2022-11-06,1977-12-21,1,fb-compagne-2023,2014-07-28,,,,,2022-02-11,3,2,3,2,47,51,44,47,7,11,-999,-999,-999,-999,-999,-999,-999,-999,3.0,40,268,1,0.5,1,0,10,1,0.5,0.5,1.0,1.5,15.5,1387.0,0.2,3.1
4009,Garnier,Corinne,M,125 Rue des Fleurs,Montreuil,93100,0623855476,corinnegarnier49@sfr.fr,Régime TNS,1998-02-04,2021-05-03,,0,web,,,,,,2021-09-02,3,2,1,3,23,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,1,9,0,0.0,0.5,1.0,1.5,12.5,1549.0,0.2,2.5
9712,Gauthier,Corinne,Mme,127 Rue République,Saint-Denis,93200,0742638182,corinnegauthier@yahoo.fr,Régime général,1984-01-11,2025-04-06,,0,MH-30M,,,,,,,1,4,3,2,-999,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,10,0,0.0,0.5,1.0,1.5,14.0,,,
13554,Girard,Corinne,Mme,18 Rue République,Grenoble,38000,0794110386,corinnegirard@hotmail.fr,Régime agricole,1944-03-05,2024-03-24,,2,web,2000-05-17,2007-03-04,,,,2024-02-01,2,4,2,3,79,81,-999,-999,23,25,16,18,-999,-999,-999,-999,-999,-999,,56,52,4,0.5,0,0,11,2,1.5,0.5,1.0,1.5,17.5,667.0,0.2,3.5
3557,Girard,Corinne,Mme,47 Rue des Fleurs,Lille,59000,0706081099,corinnegirard@orange.fr,Régime général,1949-05-17,2019-02-14,1950-09-16,0,web,,,,,,2019-07-02,3,3,3,2,70,76,68,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0,0,0,1,0.5,0,0,11,0,1.5,0.5,1.0,1.5,16.5,2342.0,0.2,3.3
1359,Guerin,Corinne,Mme,90 Rue de la Paix,Marseille,13001,0642106378,corinneguerin@gmail.com,Régime général,1999-09-22,2025-01-13,,0,web,,,,,,2024-04-11,2,3,3,1,24,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,277,1,0.5,0,0,9,0,0.0,0.5,1.0,1.5,11.0,597.0,0.2,2.2
3700,Guerin,Corinne,Mme,62 Rue de la Paix,Lyon,69001,0693063386,corinneguerin@gmail.com,Régime général,1971-08-10,2024-08-06,1973-05-16,0,Celibataire_45_Eric,2004-11-28,2017-08-06,,,,,3,4,1,2,-999,54,-999,52,-999,21,-999,8,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,10,0,0.0,0.5,1.0,1.5,14.0,,,
5025,Lambert,Corinne,M,103 Rue Victor Hugo,Toulouse,31000,0655785038,corinnelambert74@orange.fr,Régime agricole,1987-12-11,2020-02-03,,0,web,2008-05-01,,,,,,2,2,2,2,-999,37,-999,-999,-999,17,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,8,0,0.0,0.5,1.0,1.5,11.0,,,
4225,Lambert,Corinne,Mme,58 Rue République,Toulouse,31000,0711023477,corinnelambert93@gmail.com,Régime général,1989-09-27,2019-03-04,,0,web,,,,,,,4,3,3,2,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
7916,Lambert,Corinne,Mme,72 Rue République,Angers,49000,0780423973,corinnelambert@gmail.com,Régime général,1982-09-20,2025-02-16,1979-01-14,0,fb-mutuelle-senior-mars-1,2009-06-10,2022-09-23,,,,,3,1,2,1,-999,43,-999,46,-999,16,-999,3,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,7,0,0.0,0.5,1.0,1.5,11.0,,,
4780,Lefebvre,Corinne,M,108 Rue République,Le Havre,76600,0753426257,corinnelefebvre25@laposte.net,Régime général,1953-02-18,2020-05-25,,0,web,2011-09-06,2020-02-18,,,,,2,4,2,2,-999,72,-999,-999,-999,14,-999,5,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
2669,Lefebvre,Corinne,M,58 Rue Victor Hugo,Le Havre,76600,0701023232,corinnelefebvre@hotmail.fr,Hors sécu,1988-01-26,2022-02-21,,0,MH-50M-Eric,2010-05-04,2011-02-04,2006-03-06,,,,4,2,3,3,-999,37,-999,-999,-999,15,-999,14,-999,19,-999,-999,-999,-999,,0,0,5,0.8,1,0,12,0,0.0,0.5,1.0,1.5,16.3,,,
2065,Lefevre,Corinne,Mme,107 Rue des Fleurs,Angers,49000,0656949060,corinnelefevre55@laposte.net,Hors sécu,1942-03-16,2022-07-10,1947-12-14,1,Celibataire_178_Vital,2004-10-28,,,,,2022-06-07,2,3,4,3,80,83,74,78,17,21,-999,-999,-999,-999,-999,-999,-999,-999,6.0,63,33,5,0.8,1,0,12,1,1.5,0.5,1.0,1.5,19.8,1271.0,0.2,3.96
6275,Lefevre,Corinne,Mme,128 Rue des Fleurs,Paris,75001,0722423939,corinnelefevre@hotmail.fr,Régime TNS,1979-10-11,2022-04-12,,0,web,,,,,,,2,2,4,3,-999,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,1,11,0,0.0,0.5,1.0,1.5,14.5,,,
3457,Lefevre,Corinne,Mme,124 Rue de la Paix,Rennes,35000,0623878250,corinnelefevre@yahoo.fr,Régime général,1995-10-19,2023-12-06,2000-07-05,0,couple30_54_Eric,2019-02-14,,,,,,2,3,3,1,-999,30,-999,25,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,9,0,0.0,0.5,1.0,1.5,13.0,,,
3509,Lefevre,Corinne,M,70 Rue de la Paix,Dijon,21000,0666305968,corinnelefevre@yahoo.fr,Régime général,1967-05-17,2024-04-02,1970-09-23,0,MH1,,,,,,,3,3,4,3,-999,58,-999,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,
15928,Leroy,Corinne,Mme,86 Rue des Fleurs,Villeurbanne,69100,0677777345,corinneleroy23@yahoo.fr,Régime général,1955-02-15,2024-07-29,1953-11-24,0,ERIC,2024-01-16,,,,,,4,4,4,3,-999,70,-999,72,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,
15440,Leroy,Corinne,M,141 Rue des Fleurs,Marseille,13001,0622070018,corinneleroy@gmail.com,Régime général,1947-01-14,2023-07-10,,3,web,2006-10-27,2002-10-04,2008-05-05,,,2023-01-07,4,4,3,3,76,78,-999,-999,16,19,20,23,14,17,-999,-999,-999,-999,,56,184,1,0.5,0,0,12,2,1.5,0.5,1.0,1.5,17.5,1057.0,0.2,3.5
14976,Martin,Corinne,M,190 Rue Nationale,Lyon,69001,0720834591,corinnemartin63@free.fr,Régime général,1981-02-04,2023-06-27,,0,web,2017-09-23,2023-10-23,2003-12-01,,,,2,3,2,2,-999,44,-999,-999,-999,8,-999,2,-999,22,-999,-999,-999,-999,,0,0,1,0.5,0,0,9,0,0.0,0.5,1.0,1.5,12.0,,,
11022,Martin,Corinne,Mme,54 Rue de la Paix,Villeurbanne,69100,0656234544,corinnemartin76@gmail.com,Régime général,1972-08-21,2025-06-13,,3,web,2009-07-12,2012-11-28,2019-07-21,,,2025-08-06,4,3,2,3,52,53,-999,-999,16,16,12,13,6,6,-999,-999,-999,-999,,36,0,1,0.5,0,0,12,2,1.0,0.5,1.0,1.5,18.0,115.0,0.2,3.6
13369,Martinez,Corinne,Mme,126 Rue Victor Hugo,Toulon,83000,0785658478,corinnemartinez29@hotmail.fr,Régime général,1987-10-11,2023-10-21,1985-10-28,0,web,,,,,,,3,3,3,4,-999,38,-999,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
11590,Martinez,Corinne,M,69 Rue Nationale,Montpellier,34000,0770267147,corinnemartinez84@free.fr,Alsace-Moselle,1953-08-08,2019-05-12,,0,web,,,,,,,4,2,4,4,-999,72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,12,0,0.0,0.5,1.0,1.5,14.5,,,
12764,Martinez,Corinne,Mme,44 Rue des Fleurs,Argenteuil,95100,0792434191,corinnemartinez@orange.fr,Régime général,1940-08-09,2020-03-13,1943-07-19,0,MH-42,1999-03-02,,,,,,3,3,4,3,-999,85,-999,82,-999,26,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,
5829,Mathieu,Corinne,Mme,140 Rue République,Nice,06000,0701491502,corinnemathieu77@sfr.fr,Régime TNS,1993-06-26,2022-10-26,,0,web,,,,,,,2,2,2,2,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,8,0,0.0,0.5,1.0,1.5,11.5,,,
8424,Mercier,Corinne,M,109 Rue Nationale,Grenoble,38000,0726470810,corinnemercier43@orange.fr,Régime TNS,1954-01-25,2022-01-16,,0,web,,,,,,2021-02-12,2,2,4,4,67,71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,338,3,1.0,0,0,12,0,1.5,0.5,1.0,1.5,16.0,1751.0,0.2,3.2
8422,Michel,Corinne,Mme,106 Rue Nationale,Toulouse,31000,0682731387,corinnemichel@gmail.com,Régime général,1956-05-19,2024-04-13,,0,web,,,,,,,4,2,3,2,-999,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,
8216,Michel,Corinne,M,15 Rue Nationale,Boulogne-Billancourt,92100,0778148029,corinnemichel@sfr.fr,Régime général,1973-05-12,2021-01-18,,1,couple30_54_Eric,2006-11-22,,,,,2020-01-11,3,2,3,4,46,52,-999,-999,13,19,-999,-999,-999,-999,-999,-999,-999,-999,,33,373,1,0.5,1,1,12,1,0.5,0.5,1.0,1.5,16.5,2149.0,0.2,3.3
9889,Moreau,Corinne,M,49 Rue de la Paix,Toulon,83000,0750942733,corinnemoreau96@free.fr,Régime général,1947-07-01,2024-12-10,,3,web,2006-07-17,1999-03-19,2012-12-18,,,2024-09-12,3,2,4,3,77,78,-999,-999,18,19,25,26,11,12,-999,-999,-999,-999,,52,89,1,0.5,0,0,12,2,1.5,0.5,1.0,1.5,18.5,443.0,0.2,3.7
10123,Morel,Corinne,Mme,105 Rue République,Marseille,13001,0633148118,corinnemorel56@laposte.net,Régime général,1997-09-10,2019-08-20,2001-03-11,0,web,,,,,,2019-05-08,2,1,1,4,21,28,18,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.0,0,104,1,0.5,0,0,8,0,0.0,0.5,1.0,1.5,11.0,2397.0,0.2,2.2
3525,Morel,Corinne,M,178 Rue République,Montreuil,93100,0689821744,corinnemorel@orange.fr,Régime agricole,1984-08-01,2021-01-31,1979-09-27,0,web,2014-02-19,,,,,,2,3,3,2,-999,41,-999,46,-999,11,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,1,10,0,0.0,0.5,1.0,1.5,13.0,,,
14722,Morel,Corinne,M,123 Rue des Fleurs,Lyon,69001,0641633154,corinnemorel@yahoo.fr,Régime général,2004-06-09,2022-11-19,1999-01-15,0,web,,,,,,2022-03-09,4,1,2,2,48,21,23,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.0,0,255,1,0.5,0,0,9,0,0.5,0.5,1.0,1.5,12.5,1361.0,0.2,2.5
10243,Morel,Corinne,M,30 Rue de la Paix,Lyon,69001,0701141986,corinnemorel@yahoo.fr,Régime général,1983-09-15,2021-09-05,,0,web,2014-10-26,2007-04-02,2009-03-16,,,,4,2,3,3,-999,42,-999,-999,-999,11,-999,18,-999,16,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
15419,Morin,Corinne,Mme,22 Rue Victor Hugo,Villeurbanne,69100,0630858647,corinnemorin@free.fr,Régime général,1983-04-25,2019-07-05,1983-08-26,0,web,2019-06-13,2019-04-20,,,,,3,3,3,2,-999,42,-999,42,-999,6,-999,6,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,
692,Morin,Corinne,M,84 Rue République,Montpellier,34000,0630557083,corinnemorin@laposte.net,Régime général,2001-04-05,2023-04-04,,0,web,,,,,,2023-06-03,4,4,2,1,22,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,910.0,0.2,2.8
9551,Morin,Corinne,Mme,2 Rue de la Paix,Créteil,94000,0712145996,corinnemorin@sfr.fr,Régime général,1958-01-24,2025-08-17,,0,web,2001-11-24,,,,,,3,3,3,2,-999,67,-999,-999,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,11,0,0.0,0.5,1.0,1.5,14.0,,,
13055,Nicolas,Corinne,Mme,11 Rue Victor Hugo,Créteil,94000,0656981508,corinnenicolas15@gmail.com,Régime général,1958-04-28,2019-06-04,,0,MH-50M-Eric,,,,,,,4,3,3,2,-999,67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,
11282,Perrin,Corinne,M,1 Rue Victor Hugo,Versailles,78000,0739931259,corinneperrin@sfr.fr,Régime général,1965-01-08,2025-02-19,,0,web,,,,,,,1,4,2,2,-999,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,9,0,0.0,0.5,1.0,1.5,12.0,,,
14915,Perrin,Corinne,M,140 Rue Victor Hugo,Saint-Étienne,42000,0697419053,corinneperrin@sfr.fr,Régime général,1955-02-18,2022-11-21,,0,DR,2002-01-15,,,,,,2,1,4,3,-999,70,-999,-999,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,10,0,0.0,0.5,1.0,1.5,14.0,,,
3234,Richard,Corinne,Mme,182 Rue des Fleurs,Rennes,35000,0671587544,corinnerichard34@free.fr,Régime CFE,1965-05-06,2025-06-26,,0,couple30_54_Vital,2020-12-24,2024-06-18,,,,,3,3,4,2,-999,60,-999,-999,-999,4,-999,1,-999,-999,-999,-999,-999,-999,,0,0,6,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,
12930,Richard,Corinne,M,69 Rue République,Marseille,13001,0644844862,corinnerichard@hotmail.fr,Régime général,1978-10-04,2025-08-27,1980-11-21,0,MH1,,,,,,2025-06-06,3,1,4,3,46,47,44,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0,0,82,1,0.5,1,0,11,0,0.5,0.5,1.0,1.5,16.5,176.0,0.2,3.3
