id,last_name,first_name,title,address,city,zip_code,phone_number,email,social_security_regime,birth_date,effective_date,spouse_birth_date,num_children,source,child1_birth_date,child2_birth_date,child3_birth_date,child4_birth_date,child5_birth_date,submission_date,medical_care,hospitalization,optical,dental,age_at_submission,current_age,spouse_age_at_submission,spouse_current_age,child1_age_at_submission,child1_current_age,child2_age_at_submission,child2_current_age,child3_age_at_submission,child3_current_age,child4_age_at_submission,child4_current_age,child5_age_at_submission,child5_current_age,spouse_age_diff,child_age_diff,days_to_effective,social_security_regime_encoded,regime_score,source_score,zip_score,coverage_score,children_score,age_score,email_quality,phone_quality,contact_quality_score,priority_score,days_since_submission,freshness_multiplier,adjusted_score,segment,is_anomaly,anomaly_score
9175,Clement,Delphine,M,187 Rue des Fleurs,Boulogne-Billancourt,92100,601728560,delphineclement@free.fr,Régime général,1972-03-14,2019-07-26,,0,couple30_54_Vital,2008-08-17,2010-06-16,,,,,2,4,4,4,-999,53,-999,-999,-999,17,-999,15,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.47420619644650647
6074,David,Delphine,Mme,93 Rue Victor Hugo,Bordeaux,33000,611801778,delphinedavid@orange.fr,Régime général,1979-12-26,2020-10-11,,0,fb-compagne-2023,,,,,,,4,4,4,1,-999,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.5164003656362526
11426,Dubois,Delphine,Mme,162 Rue des Fleurs,Créteil,94000,727133308,delphinedubois13@sfr.fr,Régime général,1989-04-03,2025-05-23,1991-06-12,1,MH-12M,2022-02-14,,,,,2025-12-05,3,4,2,4,36,36,34,34,3,3,-999,-999,-999,-999,-999,-999,-999,-999,2.0,33,0,1,0.5,1,1,12,1,0.5,0.5,1.0,1.5,18.5,-6.0,1.1051709180756475,20.45,2,0,-0.5352913061314627
11977,Dubois,Delphine,Mme,116 Rue des Fleurs,Bordeaux,33000,786294158,delphinedubois@hotmail.fr,Hors sécu,1952-05-13,2024-01-01,1954-08-20,2,MH-80,1998-07-16,2009-11-10,,,,2023-11-10,4,1,3,2,71,73,69,71,25,27,14,16,-999,-999,-999,-999,-999,-999,2.0,46,52,5,0.8,1,0,10,2,1.5,0.5,1.0,1.5,18.8,750.0,0.2,3.76,2,1,-0.6533388906539299
6680,Dumont,Delphine,M,4 Rue des Fleurs,Argenteuil,95100,622478780,delphinedumont40@gmail.com,Régime TNS,1968-07-02,2021-09-02,,0,MH-32MC,2019-03-24,2018-01-10,2002-12-27,,,,4,4,2,3,-999,57,-999,-999,-999,6,-999,7,-999,22,-999,-999,-999,-999,,0,0,3,1.0,1,1,12,0,0.0,0.5,1.0,1.5,16.5,,,,4,0,-0.49258837087145174
9272,Dumont,Delphine,Mme,59 Rue Nationale,Le Havre,76600,790414994,delphinedumont@gmail.com,Régime général,2001-09-11,2020-12-18,,0,web,2019-07-07,,,,,,2,2,2,2,-999,24,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,8,0,0.0,0.5,1.0,1.5,11.0,,,,3,0,-0.4434527050324285
8974,Dupont,Delphine,Mme,142 Rue Nationale,Nice,6000,735505655,delphinedupont65@gmail.com,Régime général,1960-11-21,2025-05-10,,0,DR,2010-07-22,,,,,,4,2,3,4,-999,65,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.4496602101604442
12655,Dupont,Delphine,Mme,63 Rue Victor Hugo,Versailles,78000,632008822,delphinedupont@laposte.net,Régime général,1968-07-26,2024-11-06,,0,fb-mutuelle-senior-mars-1,,,,,,,4,3,2,4,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.4517976488536565
5134,Dupont,Delphine,Mme,179 Rue des Fleurs,Rennes,35000,788436973,delphinedupont@yahoo.fr,Régime général,1986-08-12,2021-05-21,,0,web,,,,,,2021-09-03,2,4,3,2,35,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,1548.0,0.2,2.8,1,0,-0.4555699196710974
5290,Durand,Delphine,M,86 Rue Nationale,Nantes,44000,624278691,delphinedurand50@free.fr,Alsace-Moselle,1945-02-28,2023-02-20,,0,web,2019-11-25,,,,,,3,2,4,2,-999,80,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,11,0,0.0,0.5,1.0,1.5,13.5,,,,1,0,-0.4498536338660429
12706,Faure,Delphine,M,141 Rue Victor Hugo,Toulouse,31000,784463258,delphinefaure@gmail.com,Régime général,1983-01-12,2022-05-08,,0,web,2017-08-03,2002-12-03,,,,,3,4,4,4,-999,42,-999,-999,-999,8,-999,23,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.44037598399210587
2069,Faure,Delphine,M,91 Rue Nationale,Nice,6000,604259900,delphinefaure@hotmail.fr,Hors sécu,1991-01-10,2021-03-08,1992-11-27,3,web,2017-06-04,2011-08-17,2012-02-14,,,2020-08-12,2,1,3,1,29,34,27,33,3,8,8,14,8,13,-999,-999,-999,-999,2.0,21,208,5,0.8,0,0,7,2,0.0,0.5,1.0,1.5,12.3,1935.0,0.2,2.46,2,1,-0.6522218950568337
11667,Fontaine,Delphine,M,200 Rue Nationale,Rennes,35000,661923344,delphinefontaine39@sfr.fr,Hors sécu,1998-05-23,2020-04-03,,0,web,,,,,,,3,4,3,4,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,5,0.8,0,0,12,0,0.0,0.5,1.0,1.5,15.3,,,,1,0,-0.489573564440362
6090,Fontaine,Delphine,M,168 Rue de la Paix,Versailles,78000,691391184,delphinefontaine@orange.fr,Régime général,1991-03-10,2023-04-21,,1,ORANGE_01_09,2012-12-07,,,,,2023-09-04,1,2,4,4,32,34,-999,-999,10,12,-999,-999,-999,-999,-999,-999,-999,-999,,22,0,1,0.5,1,0,11,1,0.0,0.5,1.0,1.5,16.0,817.0,0.2,3.2,0,0,-0.5362519599718351
7378,Fournier,Delphine,M,4 Rue République,Créteil,94000,724455805,delphinefournier88@laposte.net,Régime général,1984-03-11,2020-10-15,1984-01-08,0,MH-80,,,,,,2020-08-10,2,4,4,2,36,41,36,41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0,0,66,1,0.5,1,1,12,0,0.5,0.5,1.0,1.5,17.5,1937.0,0.2,3.5,2,0,-0.5355350492202089
7459,Fournier,Delphine,Mme,76 Rue de la Paix,Dijon,21000,724263066,delphinefournier@sfr.fr,Régime général,1965-06-03,2020-10-05,1960-08-05,0,web,1997-01-03,,,,,,3,2,2,3,-999,60,-999,65,-999,28,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,,3,0,-0.41109171695421454
9376,Fournier,Delphine,M,159 Rue Victor Hugo,Créteil,94000,622267572,delphinefournier@sfr.fr,Régime général,1996-07-05,2019-05-29,,0,MH-60S,2018-01-17,2018-02-28,,,,,3,3,3,1,-999,29,-999,-999,-999,7,-999,7,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,10,0,0.0,0.5,1.0,1.5,14.0,,,,4,0,-0.4590243950039169
6737,François,Delphine,Mme,61 Rue de la Paix,Marseille,13001,689764385,delphinefrançois26@laposte.net,Régime général,1972-10-10,2019-10-01,1976-08-04,0,MH-50M-Eric,2009-02-28,1996-12-09,,,,,1,4,2,2,-999,53,-999,49,-999,16,-999,28,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,9,0,0.0,0.5,1.0,1.5,13.0,,,,3,0,-0.48349361450791395
464,Garcia,Delphine,Mme,140 Rue Nationale,Lille,59000,713146753,delphinegarcia60@free.fr,Régime général,1961-08-16,2021-03-08,,0,MH-50M-Eric,,,,,,2021-07-01,4,2,3,3,59,64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,1.0,0.5,1.0,1.5,17.0,1612.0,0.2,3.4,4,0,-0.4607944669570831
12948,Garcia,Delphine,Mme,2 Rue des Fleurs,Lyon,69001,603982494,delphinegarcia94@gmail.com,Régime général,1969-03-20,2022-07-13,,0,web,2022-09-21,,,,,,2,2,4,2,-999,56,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,,3,0,-0.4299163223723465
10727,Garcia,Delphine,M,13 Rue République,Nantes,44000,743216145,delphinegarcia@orange.fr,Régime général,1942-09-16,2021-04-25,,0,web,,,,,,,2,4,3,2,-999,83,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,,1,0,-0.42752703117148355
2338,Garcia,Delphine,Mme,167 Rue des Fleurs,Créteil,94000,707993977,delphinegarcia@sfr.fr,Régime général,1974-01-15,2020-03-05,,0,web,2005-05-23,2016-01-02,1999-11-28,,,,4,2,1,3,-999,51,-999,-999,-999,20,-999,9,-999,26,-999,-999,-999,-999,,0,0,1,0.5,0,1,10,0,0.0,0.5,1.0,1.5,13.0,,,,3,0,-0.48336595645275143
3632,Garnier,Delphine,Mme,96 Rue de la Paix,Grenoble,38000,796981322,delphinegarnier73@gmail.com,Régime général,1960-04-27,2024-08-27,1957-09-19,3,Celibataire_45_Eric,2024-01-22,2008-05-23,2004-04-17,,,2024-02-06,4,4,4,1,63,65,66,68,0,1,15,17,19,21,-999,-999,-999,-999,3.0,44,203,1,0.5,1,0,12,2,1.0,0.5,1.0,1.5,19.0,662.0,0.2,3.8,2,1,-0.6466972053318707
14788,Garnier,Delphine,M,7 Rue Victor Hugo,Montreuil,93100,635782997,delphinegarnier94@free.fr,Régime général,1980-08-18,2024-10-30,1976-12-06,0,zra-sept,2001-11-05,2023-03-14,,,,,4,3,1,4,-999,45,-999,49,-999,24,-999,2,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.5111463532841364
8672,Gauthier,Delphine,Mme,42 Rue des Fleurs,Argenteuil,95100,758234238,delphinegauthier7@orange.fr,Régime général,1972-03-01,2024-09-07,,1,web,2012-11-08,,,,,2024-12-06,1,3,4,4,52,53,-999,-999,12,13,-999,-999,-999,-999,-999,-999,-999,-999,,40,0,1,0.5,0,1,12,1,1.0,0.5,1.0,1.5,17.0,358.0,0.2,3.4,0,0,-0.5285514259478644
5663,Girard,Delphine,M,166 Rue Nationale,Créteil,94000,636481118,delphinegirard44@gmail.com,Alsace-Moselle,1969-05-02,2022-08-04,1971-08-08,0,web,,,,,,,3,3,2,3,-999,56,-999,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,1,11,0,0.0,0.5,1.0,1.5,13.5,,,,1,0,-0.42723630600137685
1034,Girard,Delphine,Mme,63 Rue de la Paix,Argenteuil,95100,624659866,delphinegirard62@yahoo.fr,Régime général,1945-04-19,2021-11-02,,0,web,,,,,,,3,3,3,4,-999,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.41134192445058465
1228,Girard,Delphine,M,179 Rue Victor Hugo,Rennes,35000,787902591,delphinegirard94@yahoo.fr,Régime TNS,1962-06-20,2024-07-18,,0,web,1999-12-02,,,,,,3,4,4,3,-999,63,-999,-999,-999,26,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,12,0,0.0,0.5,1.0,1.5,15.5,,,,1,0,-0.46368150341966424
15591,Girard,Delphine,Mme,98 Rue des Fleurs,Villeurbanne,69100,640005755,delphinegirard@laposte.net,Régime général,1989-03-13,2020-06-06,1986-05-02,0,web,2013-07-02,,,,,,3,4,2,2,-999,36,-999,39,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,,1,0,-0.4337247319358891
1686,Girard,Delphine,M,23 Rue Nationale,Le Havre,76600,735241302,delphinegirard@yahoo.fr,Régime général,1952-08-26,2019-04-20,,0,web,1999-06-06,1994-07-08,,,,,2,3,2,3,-999,73,-999,-999,-999,26,-999,31,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,,3,0,-0.4129255942362909
11769,Guerin,Delphine,M,180 Rue de la Paix,Dijon,21000,652598030,delphineguerin83@yahoo.fr,Régime général,1948-06-24,2019-10-21,1947-12-18,0,web,,,,,,,2,4,4,4,-999,77,-999,78,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.45929669298825027
13755,Guerin,Delphine,M,5 Rue Nationale,Grenoble,38000,697228738,delphineguerin@orange.fr,Alsace-Moselle,1992-04-04,2019-08-20,,0,web,,,,,,2019-03-07,3,3,2,2,26,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,166,2,0.0,0,0,10,0,0.0,0.5,1.0,1.5,11.5,2459.0,0.2,2.3,3,0,-0.5198546616898263
15821,Guerin,Delphine,Mme,175 Rue République,Bordeaux,33000,619623073,delphineguerin@orange.fr,Régime général,1951-05-20,2021-01-26,,0,web,2016-05-12,2002-01-20,,,,,4,2,2,3,-999,74,-999,-999,-999,9,-999,23,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,,1,0,-0.42710060342221584
14275,Guerin,Delphine,Mme,196 Rue République,Saint-Étienne,42000,691029116,delphineguerin@sfr.fr,Régime TNS,1968-07-22,2020-04-14,,0,web,,,,,,,2,4,3,3,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,12,0,0.0,0.5,1.0,1.5,15.5,,,,1,0,-0.4509642356021286
9116,Henry,Delphine,M,119 Rue de la Paix,Le Havre,76600,723288273,delphinehenry5@orange.fr,Régime général,1981-02-24,2023-12-07,,0,MH-32MC,2019-11-22,,,,,,2,1,3,2,-999,44,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,8,0,0.0,0.5,1.0,1.5,12.0,,,,3,0,-0.4584165174271995
285,Henry,Delphine,Mme,105 Rue République,Montreuil,93100,678515867,delphinehenry@yahoo.fr,Alsace-Moselle,1980-12-24,2022-09-16,1979-04-05,1,MH50-Eric,2019-03-07,,,,,2022-07-07,2,3,2,3,41,44,43,46,3,6,-999,-999,-999,-999,-999,-999,-999,-999,2.0,38,71,2,0.0,1,1,10,1,0.5,0.5,1.0,1.5,16.0,1241.0,0.2,3.2,2,0,-0.514331119956973
409,Lambert,Delphine,Mme,190 Rue des Fleurs,Versailles,78000,752963863,delphinelambert@laposte.net,Régime général,1988-01-14,2022-03-10,1993-03-26,0,web,,,,,,,2,4,2,4,-999,37,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.4433639387171695
15298,Laurent,Delphine,Mme,119 Rue de la Paix,Villeurbanne,69100,778365619,delphinelaurent@free.fr,Régime général,1956-04-27,2020-01-03,,0,ERIC,2016-04-10,,,,,,4,4,3,2,-999,69,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.459477510641775
8126,Lefebvre,Delphine,M,123 Rue Nationale,Versailles,78000,694407682,delphinelefebvre@gmail.com,Régime général,1991-12-03,2022-07-17,,0,web,2017-07-02,2016-12-02,,,,,3,4,2,3,-999,34,-999,-999,-999,8,-999,8,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.41819739528515587
15636,Lefebvre,Delphine,Mme,161 Rue des Fleurs,Strasbourg,67000,698561298,delphinelefebvre@laposte.net,Régime général,1940-11-10,2019-04-12,1939-11-13,2,web,2006-02-03,1999-08-16,,,,2019-01-04,2,4,3,3,78,85,79,86,12,19,19,26,-999,-999,-999,-999,-999,-999,1.0,59,98,1,0.5,0,0,12,2,1.5,0.5,1.0,1.5,18.5,2521.0,0.2,3.7,2,1,-0.6019661486566997
1595,Leroy,Delphine,Mme,30 Rue Nationale,Saint-Denis,93200,626957752,delphineleroy@free.fr,Régime général,1968-11-19,2020-11-22,,0,web,2020-05-07,,,,,,2,4,4,2,-999,57,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.4431780740262933
2403,Leroy,Delphine,Mme,48 Rue de la Paix,Nîmes,30000,705116976,delphineleroy@gmail.com,Régime général,1977-01-27,2024-10-08,1980-07-17,0,web,2018-11-04,2013-07-06,,,,,1,3,4,2,-999,48,-999,45,-999,7,-999,12,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,,3,0,-0.4783942878469725
5627,Lopez,Delphine,Mme,18 Rue République,Lille,59000,781556007,delphinelopez@gmail.com,Hors sécu,1970-03-10,2024-10-02,1966-11-14,0,MH1,2015-06-14,,,,,,3,2,3,3,-999,55,-999,59,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,5,0.8,1,0,11,0,0.0,0.5,1.0,1.5,15.3,,,,4,0,-0.46836810624097935
11238,Lopez,Delphine,Mme,105 Rue République,Toulouse,31000,625662845,delphinelopez@orange.fr,Régime général,1972-08-24,2023-12-16,1969-12-11,0,web,2018-04-17,,,,,,2,1,4,4,-999,53,-999,56,-999,7,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,,1,0,-0.5020423670588063
8724,Martin,Delphine,M,117 Rue de la Paix,Paris,75001,630208292,delphinemartin27@sfr.fr,Régime général,1959-09-24,2022-01-27,1958-01-08,0,zra-sept,,,,,,,2,4,3,3,-999,66,-999,67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.4276597201579727
15921,Martin,Delphine,Mme,176 Rue République,Dijon,21000,770068531,delphinemartin@gmail.com,Alsace-Moselle,1981-07-19,2019-04-13,,0,web,2008-02-11,1999-12-03,,,,,2,3,3,2,-999,44,-999,-999,-999,17,-999,26,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,10,0,0.0,0.5,1.0,1.5,12.5,,,,3,0,-0.44779509426912234
3225,Martin,Delphine,M,37 Rue République,Nice,6000,606224174,delphinemartin@sfr.fr,Régime général,1952-04-06,2021-07-27,,0,web,,,,,,,4,3,4,2,-999,73,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.42884346655644257
5946,Martinez,Delphine,M,46 Rue de la Paix,Paris,75001,707764977,delphinemartinez@sfr.fr,Alsace-Moselle,1945-10-03,2020-02-16,1941-04-17,0,MH-42,,,,,,2020-07-01,3,3,4,1,74,80,79,84,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.0,0,0,2,0.0,1,1,11,0,1.5,0.5,1.0,1.5,17.0,1977.0,0.2,3.4,2,0,-0.5945677956758689
5871,Mathieu,Delphine,M,81 Rue de la Paix,Villeurbanne,69100,790356846,delphinemathieu5@sfr.fr,Alsace-Moselle,2002-11-25,2020-09-23,,0,web,,,,,,,2,3,4,4,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,12,0,0.0,0.5,1.0,1.5,14.5,,,,1,0,-0.47180995520831087
9597,Mathieu,Delphine,M,76 Rue des Fleurs,Saint-Étienne,42000,664233609,delphinemathieu73@sfr.fr,Régime général,1944-09-22,2024-05-10,1946-06-16,1,web,2019-09-28,,,,,2024-08-05,1,2,4,3,79,81,78,79,4,6,-999,-999,-999,-999,-999,-999,-999,-999,1.0,75,0,1,0.5,0,0,10,1,1.5,0.5,1.0,1.5,16.5,481.0,0.2,3.3,2,0,-0.5881327097516463
11213,Mercier,Delphine,Mme,129 Rue de la Paix,Nice,6000,683344069,delphinemercier@yahoo.fr,Régime général,1999-12-02,2024-01-25,,0,web,,,,,,,4,3,4,3,-999,26,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.42241703809995246
13165,Michel,Delphine,Mme,66 Rue des Fleurs,Toulouse,31000,744025753,delphinemichel@free.fr,Régime TNS,2001-06-14,2025-07-11,,0,web,,,,,,,4,2,3,3,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,12,0,0.0,0.5,1.0,1.5,15.5,,,,1,0,-0.45246331339366475
1367,Michel,Delphine,Mme,127 Rue Nationale,Boulogne-Billancourt,92100,796458766,delphinemichel@orange.fr,Régime général,1948-04-28,2024-05-27,1949-08-02,0,web,2019-07-07,,,,,,3,3,4,3,-999,77,-999,76,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.40767598711643854
2238,Moreau,Delphine,M,157 Rue République,Montpellier,34000,768532414,delphinemoreau84@orange.fr,Régime général,1963-08-16,2022-05-03,,0,web,,,,,,,3,3,4,4,-999,62,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.42758841347407545
9824,Moreau,Delphine,M,78 Rue des Fleurs,Angers,49000,753698571,delphinemoreau@hotmail.fr,Régime général,1949-03-27,2020-08-12,1954-06-08,0,web,1997-10-18,2014-02-06,,,,,3,4,4,3,-999,76,-999,71,-999,28,-999,11,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.42623072076264773
726,Morel,Delphine,M,159 Rue Victor Hugo,Villeurbanne,69100,798748694,delphinemorel44@hotmail.fr,Régime général,1991-07-21,2020-05-26,,1,web,2016-09-14,,,,,2020-04-03,2,2,1,1,28,34,-999,-999,3,9,-999,-999,-999,-999,-999,-999,-999,-999,,25,53,1,0.5,0,0,6,1,0.0,0.5,1.0,1.5,10.0,2066.0,0.2,2.0,3,0,-0.5704663217242785
12953,Morin,Delphine,Mme,56 Rue de la Paix,Reims,51100,729226265,delphinemorin23@yahoo.fr,Régime général,1992-04-07,2024-07-30,,0,web,2015-11-11,,,,,,2,4,2,4,-999,33,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.4433639387171695
10915,Morin,Delphine,M,97 Rue Nationale,Lille,59000,642432188,delphinemorin@gmail.com,Régime général,1978-04-18,2025-09-18,1977-09-21,0,web,,,,,,,2,1,3,2,-999,47,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,8,0,0.0,0.5,1.0,1.5,11.0,,,,3,0,-0.4872648575233714
10037,Muller,Delphine,Mme,6 Rue Victor Hugo,Lille,59000,716785000,delphinemuller48@laposte.net,Régime TNS,1978-07-20,2019-03-01,,0,web,2010-02-08,2008-07-08,,,,,2,2,1,4,-999,47,-999,-999,-999,15,-999,17,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,9,0,0.0,0.5,1.0,1.5,12.5,,,,3,0,-0.5225766046436816
1335,Muller,Delphine,M,20 Rue Nationale,Le Havre,76600,680492932,delphinemuller@laposte.net,Régime général,1973-08-03,2025-11-12,,0,MH-12M,,,,,,,3,4,4,1,-999,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,,4,0,-0.49092271406351723
6799,Nicolas,Delphine,Mme,5 Rue République,Paris,75001,602868725,delphinenicolas@hotmail.fr,Régime général,1949-12-07,2021-08-10,1944-02-25,0,web,,,,,,,3,4,2,4,-999,76,-999,81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.43194699450855994
8206,Perrin,Delphine,Mme,115 Rue des Fleurs,Nîmes,30000,656377297,delphineperrin@hotmail.fr,Régime général,1958-05-22,2019-06-01,,0,web,,,,,,2019-10-05,4,4,4,4,61,67,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,1.0,0.5,1.0,1.5,16.0,2247.0,0.2,3.2,1,0,-0.4907302067742699
11111,Perrin,Delphine,M,16 Rue République,Angers,49000,737965995,delphineperrin@sfr.fr,Régime général,1987-05-22,2019-06-15,,1,web,2012-02-05,,,,,2019-08-04,4,3,4,2,32,38,-999,-999,7,13,-999,-999,-999,-999,-999,-999,-999,-999,,25,0,1,0.5,0,0,12,1,0.0,0.5,1.0,1.5,16.0,2309.0,0.2,3.2,0,0,-0.4997520388661746
14006,Petit,Delphine,Mme,183 Rue Victor Hugo,Versailles,78000,660708326,delphinepetit@yahoo.fr,Régime général,1977-04-14,2021-05-15,1978-03-01,0,ORANGE_01_09,,,,,,2021-12-04,2,3,4,3,44,48,43,47,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,0,0,1,0.5,1,0,12,0,0.5,0.5,1.0,1.5,17.5,1456.0,0.2,3.5,2,0,-0.4981475828618943
13566,Richard,Delphine,M,15 Rue Victor Hugo,Toulouse,31000,744595671,delphinerichard@gmail.com,Régime général,1981-04-22,2021-05-04,1982-07-04,0,web,2014-03-06,2009-10-20,,,,,2,4,3,2,-999,44,-999,43,-999,11,-999,16,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,,1,0,-0.42752703117148355
11277,Richard,Delphine,Mme,17 Rue République,Marseille,13001,739921061,delphinerichard@hotmail.fr,Régime agricole,1953-03-01,2021-12-11,1958-08-13,0,web,2000-08-19,2012-08-11,,,,,3,4,4,2,-999,72,-999,67,-999,25,-999,13,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,,1,0,-0.46979386592906575
1267,Rousseau,Delphine,M,71 Rue République,Rennes,35000,680358624,delphinerousseau@gmail.com,Régime général,1984-08-25,2023-04-18,1982-05-20,0,web,2002-01-26,2012-09-10,2004-12-13,,,,3,2,3,3,-999,41,-999,43,-999,23,-999,13,-999,20,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,,1,0,-0.401209905429892
